id,event_unique_id,occurrence_year,occurrence_date,occurrence_time,reported_year,reported_date,reported_time,division,location_type,age_bias,mental_or_physical_disability,race_bias,ethnicity_bias,language_bias,religion_bias,sexual_orientation_bias,gender_bias,multiple_bias,primary_offence,hood_158,neighbourhood_158,hood_140,neighbourhood_140,arrest_made,occurrence_month,primary_offence_simplified,division_area
413,GO-20201737454,2020,2020-09-13,2000,2020,2020-09-13,2337,D55,Residential,NO,NO,Black,Chinese,None,None,None,None,YES,Mischief Under $5000,054,O'Connor-Parkview (54),054,O'Connor-Parkview (54),NO,9,Property Crimes,Toronto-East York
414,GO-20201743127,2020,2020-09-14,527,2020,2020-09-14,1738,D55,Public Spaces/Transportation,NO,NO,None,None,None,Jewish,None,None,NO,Mischief Under $5000,065,Greenwood-Coxwell (65),065,Greenwood-Coxwell (65),NO,9,Property Crimes,Toronto-East York
415,GO-20201762990,2020,2020-09-17,1210,2020,2020-09-17,1238,D13,Public Spaces/Transportation,NO,NO,None,None,None,Jewish,None,None,NO,Mischief Under $5000,096,Casa Loma (96),096,Casa Loma (96),NO,9,Property Crimes,Etobicoke-York
416,GO-20201863275,2020,2020-09-17,1730,2020,2020-10-01,818,D51,Public Spaces/Transportation,NO,NO,South Asian,None,None,None,None,None,NO,Assault,168,Downtown Yonge East (168),075,Church-Yonge Corridor (75),NO,9,Assault,Toronto-East York
417,GO-20201785473,2020,2020-09-20,1450,2020,2020-09-20,1453,D51,Commercial/Business,NO,NO,None,Indian,None,None,None,None,NO,Assault,071,Cabbagetown-South St.James Town (71),071,Cabbagetown-South St.James Town (71),NO,9,Assault,Toronto-East York
418,GO-20201809326,2020,2020-09-23,1940,2020,2020-09-23,1945,D13,Religious,NO,NO,None,None,None,Catholic,None,None,NO,"Mischief To Religious Property, Educational Institutions, Etc.",096,Casa Loma (96),096,Casa Loma (96),NO,9,Property Crimes,Etobicoke-York
419,GO-20201822351,2020,2020-09-25,1530,2020,2020-09-25,2033,D11,Public Spaces/Transportation,NO,NO,None,None,None,None,None,Transgender Woman (Identifies As Woman),NO,Assault,090,Junction Area (90),090,Junction Area (90),NO,9,Assault,Etobicoke-York
420,GO-20201851383,2020,2020-09-29,1437,2020,2020-09-29,1437,D43,Public Spaces/Transportation,NO,NO,None,Filipino,None,None,None,None,NO,Assault With a Weapon,136,West Hill (136),136,West Hill (136),YES,9,Assault,Scarborough
421,GO-20201856358,2020,2020-09-29,1800,2020,2020-09-30,923,D43,Educational,NO,NO,Black,None,None,None,None,None,NO,Mischief Interfere With Property,134,Highland Creek (134),134,Highland Creek (134),NO,9,Property Crimes,Scarborough
422,GO-20201858823,2020,2020-09-30,1240,2020,2020-09-30,1441,D32,Commercial/Business,NO,NO,None,Chinese,None,None,None,None,NO,Assault,037,Willowdale West (37),037,Willowdale West (37),NO,9,Assault,North York
423,GO-20201871659,2020,2020-09-30,1200,2020,2020-10-02,1209,D55,Educational,NO,NO,None,None,None,None,Gay,None,NO,Criminal Harassment,063,The Beaches (63),063,The Beaches (63),NO,9,Threats and Harassment,Toronto-East York
424,GO-20201910126,2020,2020-10-02,949,2020,2020-10-08,956,D55,Public Spaces/Transportation,NO,NO,None,None,None,Jewish,None,None,NO,Mischief Under $5000,067,Playter Estates-Danforth (67),067,Playter Estates-Danforth (67),NO,10,Property Crimes,Toronto-East York
425,GO-20201882595,2020,2020-10-03,0,2020,2020-10-04,141,D52,Commercial/Business,NO,NO,None,None,None,Jewish,None,None,NO,Mischief Under $5000,166,St Lawrence-East Bayfront-The Islands (166),077,Waterfront Communities-The Island (77),NO,10,Property Crimes,Toronto-East York
426,GO-20201891819,2020,2020-10-05,1823,2020,2020-10-05,1823,D55,Commercial/Business,NO,NO,Black,None,None,None,None,None,NO,Mischief Under $5000,059,Danforth East York (59),059,Danforth East York (59),NO,10,Property Crimes,Toronto-East York
427,GO-20201916873,2020,2020-10-09,923,2020,2020-10-09,923,D32,Public Spaces/Transportation,NO,NO,Black,None,None,None,None,None,NO,Mischief Under $5000,037,Willowdale West (37),037,Willowdale West (37),NO,10,Property Crimes,North York
428,GO-20201931977,2020,2020-10-11,1415,2020,2020-10-11,1416,D32,Public Spaces/Transportation,NO,NO,None,Other Ethnicity not mentioned,None,None,None,None,NO,Mischief Under $5000,151,Yonge-Doris (151),051,Willowdale East (51),NO,10,Property Crimes,North York
429,GO-20201937709,2020,2020-10-12,300,2020,2020-10-12,1637,D52,Healthcare,NO,NO,Black,None,None,None,None,None,NO,Mischief Under $5000,170,Yonge-Bay Corridor (170),076,Bay Street Corridor (76),NO,10,Property Crimes,Toronto-East York
430,GO-20201953862,2020,2020-10-13,2330,2020,2020-10-15,323,D53,Commercial/Business,NO,NO,None,Other Ethnicity not mentioned,None,None,None,None,NO,Assault With a Weapon,056,Leaside-Bennington (56),056,Leaside-Bennington (56),NO,10,Assault,Toronto-East York
431,GO-20201956347,2020,2020-10-14,1145,2020,2020-10-15,901,D55,Healthcare,NO,NO,Black,None,None,None,None,None,NO,Mischief Under $5000,059,Danforth East York (59),059,Danforth East York (59),NO,10,Property Crimes,Toronto-East York
432,GO-20201981944,2020,2020-10-15,1915,2020,2020-10-19,847,D53,Public Spaces/Transportation,NO,NO,None,None,None,None,Gay,None,NO,Assault,055,Thorncliffe Park (55),055,Thorncliffe Park (55),NO,10,Assault,Toronto-East York
433,GO-20201959246,2020,2020-10-15,1634,2020,2020-10-15,1635,D22,Public Spaces/Transportation,NO,NO,None,None,None,Jewish,None,None,NO,Mischief Under $5000,012,Markland Wood (12),012,Markland Wood (12),NO,10,Property Crimes,Etobicoke
434,GO-20201954792,2020,2020-10-15,0,2020,2020-10-15,8,D11,Residential,NO,NO,Black,None,None,Jewish,None,None,YES,Mischief Under $5000,091,Weston-Pelham Park (91),091,Weston-Pelham Park (91),NO,10,Property Crimes,Etobicoke-York
435,GO-20201983702,2020,2020-10-15,1613,2020,2020-10-19,1309,D51,Government/Public Buildings,NO,NO,Black,None,None,None,None,None,NO,Uttering Threats - Bodily Harm,167,Church-Wellesley (167),075,Church-Yonge Corridor (75),YES,10,Threats and Harassment,Toronto-East York
436,GO-20201971657,2020,2020-10-17,1450,2020,2020-10-17,1450,D51,Public Spaces/Transportation,NO,NO,None,None,None,Jewish,None,None,NO,Mischief Under $5000,166,St Lawrence-East Bayfront-The Islands (166),077,Waterfront Communities-The Island (77),NO,10,Property Crimes,Toronto-East York
437,GO-20201971651,2020,2020-10-17,1350,2020,2020-10-17,1406,D42,Public Spaces/Transportation,NO,NO,None,Arab,None,None,None,None,NO,Criminal Harassment,147,L'Amoreaux West (147),117,L'Amoreaux (117),YES,10,Threats and Harassment,Scarborough
438,GO-20201998336,2020,2020-10-21,1532,2020,2020-10-21,1532,D55,Healthcare,NO,NO,Black,None,None,None,None,None,NO,Mischief Under $5000,059,Danforth East York (59),059,Danforth East York (59),NO,10,Property Crimes,Toronto-East York
439,GO-20202080364,2020,2020-10-25,1604,2020,2020-10-29,1237,D32,Government/Public Buildings,NO,YES,None,None,None,None,None,None,YES,Wilful Promotion of Hatred,031,Yorkdale-Glen Park (31),031,Yorkdale-Glen Park (31),NO,10,Hatred,North York
440,GO-20202026971,2020,2020-10-25,1855,2020,2020-10-25,1855,D55,Public Spaces/Transportation,NO,NO,Black,None,None,Jewish,None,None,YES,Mischief Under $5000,057,Broadview North (57),057,Broadview North (57),NO,10,Property Crimes,Toronto-East York
441,GO-20202023578,2020,2020-10-25,30,2020,2020-10-25,806,D33,Residential,NO,NO,None,None,None,Jewish,None,None,NO,Mischief Under $5000,040,St.Andrew-Windfields (40),040,St.Andrew-Windfields (40),NO,10,Property Crimes,North York
442,GO-20202038221,2020,2020-10-26,1800,2020,2020-10-27,1243,D33,Educational,NO,NO,None,None,None,Jewish,None,None,NO,Mischief Under $5000,040,St.Andrew-Windfields (40),040,St.Andrew-Windfields (40),NO,10,Property Crimes,North York
443,GO-20202046789,2020,2020-10-26,0,2020,2020-10-28,1603,D13,Residential,NO,NO,None,None,None,None,Gay,None,NO,Mischief Under $5000,094,Wychwood (94),094,Wychwood (94),YES,10,Property Crimes,Etobicoke-York
444,GO-20202046979,2020,2020-10-27,2200,2020,2020-10-28,1628,D14,Religious,NO,NO,None,None,None,Jewish,None,None,NO,"Mischief To Religious Property, Educational Institutions, Etc.",080,Palmerston-Little Italy (80),080,Palmerston-Little Italy (80),NO,10,Property Crimes,Etobicoke-York
445,GO-20202125777,2020,2020-10-28,1704,2020,2020-11-09,1055,D32,Public Spaces/Transportation,NO,NO,None,None,None,Jewish,None,None,NO,Assault,105,Lawrence Park North (105),105,Lawrence Park North (105),NO,10,Assault,North York
446,GO-20202050965,2020,2020-10-29,900,2020,2020-10-29,902,D52,Government/Public Buildings,NO,NO,None,None,None,Jewish,None,None,NO,Mischief Under $5000,164,Wellington Place (164),077,Waterfront Communities-The Island (77),NO,10,Property Crimes,Toronto-East York
447,GO-20202065537,2020,2020-10-31,1120,2020,2020-10-31,1120,D43,Residential,NO,NO,Black,None,None,None,None,None,NO,Mischief Under $5000,134,Highland Creek (134),134,Highland Creek (134),NO,10,Property Crimes,Scarborough
448,GO-20202078892,2020,2020-11-02,1030,2020,2020-11-02,1220,D22,Educational,NO,NO,None,None,None,Jewish,None,None,NO,Mischief Under $5000,016,Stonegate-Queensway (16),016,Stonegate-Queensway (16),NO,11,Property Crimes,Etobicoke
449,GO-20202099014,2020,2020-11-03,1400,2020,2020-11-05,1108,D55,Educational,NO,NO,None,None,None,Jewish,None,None,NO,Criminal Harassment,057,Broadview North (57),057,Broadview North (57),NO,11,Threats and Harassment,Toronto-East York
450,GO-20202091909,2020,2020-11-03,1345,2020,2020-11-04,1711,D55,Commercial/Business,NO,NO,Black,None,None,None,None,None,NO,Harassing Communications,054,O'Connor-Parkview (54),054,O'Connor-Parkview (54),NO,11,Threats and Harassment,Toronto-East York
451,GO-20202099535,2020,2020-11-05,1219,2020,2020-11-05,1222,D53,Public Spaces/Transportation,NO,NO,Black,None,None,None,None,None,NO,Assault,097,Yonge-St.Clair (97),097,Yonge-St.Clair (97),NO,11,Assault,Toronto-East York
452,GO-20202106539,2020,2020-11-06,400,2020,2020-11-06,1245,D51,Residential,NO,NO,Black,None,None,None,None,None,NO,Mischief Under $5000,074,North St.James Town (74),074,North St.James Town (74),NO,11,Property Crimes,Toronto-East York
453,GO-20202113151,2020,2020-11-07,1120,2020,2020-11-07,1130,D42,Public Spaces/Transportation,NO,NO,None,Chinese,None,None,None,None,NO,Assault,128,Agincourt South-Malvern West (128),128,Agincourt South-Malvern West (128),NO,11,Assault,Scarborough
454,GO-20202139621,2020,2020-11-10,1200,2020,2020-11-11,1027,D55,Residential,NO,NO,Black,None,None,Jewish,None,None,YES,Mischief Under $5000,062,East End-Danforth (62),062,East End-Danforth (62),NO,11,Property Crimes,Toronto-East York
455,GO-20202150331,2020,2020-11-11,1400,2020,2020-11-12,2000,D55,Public Spaces/Transportation,NO,NO,None,None,None,None,2SLGBTQ+,None,NO,Criminal Harassment,069,Blake-Jones (69),069,Blake-Jones (69),NO,11,Threats and Harassment,Toronto-East York
456,GO-20202140674,2020,2020-11-11,1200,2020,2020-11-11,1239,D33,Public Spaces/Transportation,NO,NO,None,None,None,Jewish,None,None,NO,Mischief Under $5000,040,St.Andrew-Windfields (40),040,St.Andrew-Windfields (40),NO,11,Property Crimes,North York
457,GO-20202146918,2020,2020-11-12,836,2020,2020-11-12,1212,D52,Government/Public Buildings,NO,NO,White,None,None,None,None,None,NO,Uttering Threats - Bodily Harm,170,Yonge-Bay Corridor (170),076,Bay Street Corridor (76),YES,11,Threats and Harassment,Toronto-East York
458,GO-20202160722,2020,2020-11-14,1120,2020,2020-11-14,1129,NSA,Public Spaces/Transportation,NO,NO,None,None,None,Catholic,None,None,NO,Assault,NSA,NSA,NSA,NSA,NO,11,Assault,Other
459,GO-20202185440,2020,2020-11-16,1415,2020,2020-11-18,817,D11,Residential,NO,NO,Black,None,None,None,None,None,NO,Disturbing Religious Worship Or Certain Meetings,088,High Park North (88),088,High Park North (88),NO,11,Threats and Harassment,Etobicoke-York
460,GO-20202257681,2020,2020-11-23,1955,2020,2020-11-29,1949,D55,Public Spaces/Transportation,NO,NO,None,Chinese,None,None,None,None,NO,Assault,065,Greenwood-Coxwell (65),065,Greenwood-Coxwell (65),YES,11,Assault,Toronto-East York
461,GO-20202230383,2020,2020-11-25,658,2020,2020-11-25,855,D41,Educational,NO,NO,None,None,None,Jewish,None,None,NO,Mischief Under $5000,122,Birchcliffe-Cliffside (122),122,Birchcliffe-Cliffside (122),NO,11,Property Crimes,Scarborough
462,GO-20202231230,2020,2020-11-25,930,2020,2020-11-25,1021,D51,Public Spaces/Transportation,NO,NO,None,None,None,Jewish,None,None,NO,Assault Peace Officer,167,Church-Wellesley (167),075,Church-Yonge Corridor (75),YES,11,Assault,Toronto-East York
463,GO-20202249100,2020,2020-11-27,1430,2020,2020-11-27,2345,D43,Public Spaces/Transportation,NO,NO,None,None,None,Muslim,None,None,NO,Assault,123,Cliffcrest (123),123,Cliffcrest (123),NO,11,Assault,Scarborough
464,GO-20202253077,2020,2020-11-28,1150,2020,2020-11-28,1156,D22,Residential,NO,NO,Black,None,None,Jewish,None,None,YES,Mischief Under $5000,018,New Toronto (18),018,New Toronto (18),NO,11,Property Crimes,Etobicoke
465,GO-20202271709,2020,2020-12-01,1602,2020,2020-12-01,1602,D14,Public Spaces/Transportation,NO,NO,None,African,None,None,None,None,NO,Assault With a Weapon,164,Wellington Place (164),077,Waterfront Communities-The Island (77),YES,12,Assault,Etobicoke-York
466,GO-20202298052,2020,2020-12-04,2200,2020,2020-12-05,1547,D14,Religious,NO,NO,None,None,None,Catholic,None,None,NO,"Mischief To Religious Property, Educational Institutions, Etc.",095,Annex (95),095,Annex (95),YES,12,Property Crimes,Etobicoke-York
467,GO-20202310385,2020,2020-12-07,1330,2020,2020-12-07,1640,D32,Public Spaces/Transportation,NO,NO,None,None,None,Jewish,None,None,NO,Mischief Under $5000,153,Avondale (153),051,Willowdale East (51),NO,12,Property Crimes,North York
468,GO-20202322665,2020,2020-12-08,1430,2020,2020-12-09,1402,D55,Public Spaces/Transportation,NO,NO,Black,None,None,None,None,None,NO,Mischief Under $5000,054,O'Connor-Parkview (54),054,O'Connor-Parkview (54),NO,12,Property Crimes,Toronto-East York
469,GO-20202334437,2020,2020-12-11,1018,2020,2020-12-11,1018,D51,Residential,NO,NO,Black,None,None,None,None,None,NO,Uttering Threats - Bodily Harm,073,Moss Park (73),073,Moss Park (73),YES,12,Threats and Harassment,Toronto-East York
470,GO-20202352313,2020,2020-12-13,2157,2020,2020-12-14,1414,D14,Religious,NO,NO,None,None,None,Catholic,None,None,NO,"Mischief To Religious Property, Educational Institutions, Etc.",095,Annex (95),095,Annex (95),YES,12,Property Crimes,Etobicoke-York
471,GO-20202379836,2020,2020-12-17,1940,2020,2020-12-18,1315,D31,Government/Public Buildings,NO,NO,None,None,None,Jewish,None,None,NO,Harassing Communications,155,Downsview (155),026,Downsview-Roding-CFB (26),NO,12,Threats and Harassment,North York
472,GO-20202381048,2020,2020-12-18,1400,2020,2020-12-18,1819,D55,Educational,NO,NO,Black,None,None,None,None,None,NO,Mischief Under $5000,054,O'Connor-Parkview (54),054,O'Connor-Parkview (54),NO,12,Property Crimes,Toronto-East York
473,GO-20202403949,2020,2020-12-19,1200,2020,2020-12-22,1407,D14,Residential,NO,NO,None,None,None,Jewish,None,None,NO,Mischief Under $5000,162,West Queen West (162),082,Niagara (82),NO,12,Property Crimes,Etobicoke-York
474,GO-20202407120,2020,2020-12-21,2330,2020,2020-12-22,2110,D33,Public Spaces/Transportation,NO,NO,None,None,None,Jewish,None,None,NO,Mischief Under $5000,040,St.Andrew-Windfields (40),040,St.Andrew-Windfields (40),NO,12,Property Crimes,North York
475,GO-20202405430,2020,2020-12-22,1617,2020,2020-12-22,1634,D33,Public Spaces/Transportation,NO,NO,None,None,None,Jewish,None,None,NO,Mischief Under $5000,040,St.Andrew-Windfields (40),040,St.Andrew-Windfields (40),NO,12,Property Crimes,North York
476,GO-20202436524,2020,2020-12-22,800,2020,2020-12-28,1433,D51,Commercial/Business,NO,NO,None,None,None,Muslim,None,None,NO,Uttering Threats - Bodily Harm,071,Cabbagetown-South St.James Town (71),071,Cabbagetown-South St.James Town (71),NO,12,Threats and Harassment,Toronto-East York
477,GO-20202408902,2020,2020-12-23,0,2020,2020-12-23,1053,D14,Religious,NO,NO,None,None,None,Catholic,None,None,NO,"Mischief To Religious Property, Educational Institutions, Etc.",095,Annex (95),095,Annex (95),YES,12,Property Crimes,Etobicoke-York
478,GO-20202416423,2020,2020-12-23,2100,2020,2020-12-24,1255,D41,Educational,NO,NO,None,None,None,Jewish,None,None,NO,Mischief Interfere With Property,119,Wexford/Maryvale (119),119,Wexford/Maryvale (119),NO,12,Property Crimes,Scarborough
479,GO-2021106655,2021,2021-01-01,0,2021,2021-01-17,2304,D31,Educational,NO,NO,White,None,None,None,2SLGBTQ+,None,YES,Mischief Under $5000,027,York University Heights (27),027,York University Heights (27),NO,1,Property Crimes,North York
480,GO-20212107726,2021,2021-01-01,1200,2021,2021-11-02,830,D43,Residential,NO,NO,None,None,None,None,None,Transgender Woman (Identifies As Woman),NO,Criminal Harassment,136,West Hill (136),136,West Hill (136),NO,1,Threats and Harassment,Scarborough
481,GO-20218566,2021,2021-01-02,1530,2021,2021-01-02,1747,D53,Public Spaces/Transportation,NO,NO,Black,None,None,None,None,None,NO,Mischief Under $5000,174,South Eglinton-Davisville (174),104,Mount Pleasant West (104),NO,1,Property Crimes,Toronto-East York
482,GO-202125497,2021,2021-01-04,800,2021,2021-01-05,1334,D32,Religious,NO,NO,None,None,None,Jewish,None,None,NO,Disturbing Religious Worship Or Certain Meetings,034,Bathurst Manor (34),034,Bathurst Manor (34),NO,1,Threats and Harassment,North York
483,GO-202173071,2021,2021-01-12,1717,2021,2021-01-12,1717,D13,Public Spaces/Transportation,NO,NO,White,None,None,None,None,None,NO,Assault,108,Briar Hill-Belgravia (108),108,Briar Hill-Belgravia (108),NO,1,Assault,Etobicoke-York
484,GO-202180953,2021,2021-01-13,2016,2021,2021-01-13,2016,D42,Public Spaces/Transportation,NO,NO,East/Southeast Asian,None,None,None,None,None,NO,Assault,148,East L'Amoreaux (148),117,L'Amoreaux (117),NO,1,Assault,Scarborough
486,GO-2021138201,2021,2021-01-22,1245,2021,2021-01-22,1632,D32,Public Spaces/Transportation,NO,NO,None,None,None,Jewish,None,None,NO,Mischief Under $5000,153,Avondale (153),051,Willowdale East (51),NO,1,Property Crimes,North York
487,GO-2021167353,2021,2021-01-24,1655,2021,2021-01-27,757,D52,Educational,NO,NO,None,None,None,Catholic,None,None,NO,"Mischief To Religious Property, Educational Institutions, Etc.",169,Bay-Cloverhill (169),076,Bay Street Corridor (76),NO,1,Property Crimes,Toronto-East York
489,GO-2021168331,2021,2021-01-27,1039,2021,2021-01-27,1039,D51,Commercial/Business,NO,NO,None,Indian,None,None,None,None,NO,Uttering Threats - Bodily Harm,168,Downtown Yonge East (168),075,Church-Yonge Corridor (75),YES,1,Threats and Harassment,Toronto-East York
490,GO-2021175910,2021,2021-01-28,1217,2021,2021-01-28,1217,D41,Educational,NO,NO,None,None,None,Jewish,2SLGBTQ+,None,YES,Mischief Under $5000,122,Birchcliffe-Cliffside (122),122,Birchcliffe-Cliffside (122),NO,1,Property Crimes,Scarborough
491,GO-2021176294,2021,2021-01-28,950,2021,2021-01-28,1353,D32,Educational,NO,NO,Black,None,None,None,None,None,NO,Other Criminal Code Offence Not Listed,037,Willowdale West (37),037,Willowdale West (37),NO,1,Other Offences,North York
492,GO-2021176592,2021,2021-01-28,1330,2021,2021-01-28,1449,D43,Residential,NO,NO,None,None,None,Jewish,None,None,NO,Mischief Under $5000,135,Morningside (135),135,Morningside (135),NO,1,Property Crimes,Scarborough
